8.468344,0.379754,2.310487,2.465611,-0.849798
2.537730,10.657910,0.011563,3.996577,-8.759480
5.407641,-1.395942,4.503616,6.294552,-13.254600
-4.974020,-13.625621,3.981225,5.756348,8.100395
-8.518520,-12.989279,10.315570,2.039071,4.693486
9.202291,2.751387,-2.491059,2.108112,-1.549930
-3.069044,-16.198615,9.098436,4.261875,7.847055
-0.048997,6.146965,0.451323,-2.987019,4.178363
-13.013939,-9.678528,8.092784,9.892688,9.156585
4.992003,11.025098,-1.907493,9.430707,-8.038133
-10.900281,-14.738608,7.534233,-0.237575,7.265646
2.400578,5.018587,0.342596,7.545430,-6.298297
2.763096,-6.134791,11.394126,1.254119,-1.899556
1.060518,4.701605,2.964839,-3.169291,-1.986005
-14.260826,-21.304967,9.295357,6.094126,9.775139
-12.042520,2.646051,12.536082,4.774444,-1.202828
11.857765,2.650185,0.460601,3.429878,-5.461626
-0.947111,7.118130,5.771848,2.382354,-5.486194
-13.021602,-2.573571,6.469220,5.501627,6.030625
-4.569266,-7.776336,11.094438,2.146951,5.263291
3.630850,-3.212942,18.004482,5.288013,0.550340
4.579463,-6.633534,6.772612,-2.943573,2.894195
-0.570751,3.458892,6.665083,16.062641,-4.597582
0.854856,3.807465,8.438253,12.055328,-2.307414
7.963764,-2.622213,6.034214,4.332862,-8.324996
9.454048,-14.824294,10.941470,-3.663751,0.842186
-0.225645,2.883672,-5.514180,0.186411,-0.522912
5.785789,2.754480,0.846057,-3.296548,-7.206976
-0.313179,-1.671121,-5.037153,11.809492,1.386666
-2.581295,2.031557,12.081200,7.533119,0.299559
-8.855712,-12.934432,3.555300,10.422994,10.442710
3.635527,8.790508,-3.717223,1.069110,-4.420805
-3.477086,-4.313865,10.034000,9.276437,2.521513
11.010818,3.172652,-2.900199,2.570372,-12.927333
-9.572620,-8.017112,10.166354,5.040472,19.780161
-2.373365,-1.155409,8.962158,3.170145,-0.418670
2.959859,-2.151485,11.227710,6.131316,2.149585
5.875752,4.563212,-3.063489,-1.444061,-2.573486
10.291360,7.054863,2.310334,10.888633,-9.337924
-8.829120,-9.652104,4.487228,9.224495,10.472688
14.097610,8.477201,3.943425,-0.134749,-9.596594
18.967810,8.724920,0.455261,3.853902,2.884204
3.500072,-5.721502,7.816288,-2.783024,-1.522586
4.705356,-9.436174,6.077015,-5.025649,-5.381937
3.408008,-1.437367,10.492036,6.134506,-3.673492
13.180999,6.054673,-1.194658,9.409685,-3.052217
3.215749,-2.594551,2.362705,11.067583,-9.114629
-0.171279,4.057282,1.626046,-1.980754,-4.778876
4.773953,4.653992,-2.846475,4.275116,-5.527765
6.036203,3.100652,-0.587167,1.737062,-6.489402
0.011034,-2.116908,8.379585,5.920011,-0.085370
12.264534,-6.631742,-3.659380,8.459798,-5.777849
-0.625389,-7.086700,5.158708,8.221788,-10.210898
-1.700082,0.734180,0.765752,7.087230,-14.184767
-1.721061,4.431110,-0.488117,3.603397,0.779459
-8.779280,-3.049989,1.663129,7.385327,10.550192
14.581443,9.840926,7.750997,2.557663,-0.452268
-5.641595,-6.764301,16.936958,0.984393,-0.640249
3.722339,-11.854793,8.105054,-2.300934,-1.217774
7.798481,-4.134271,-0.003426,10.346653,-3.808044
1.544517,10.383767,8.933625,4.615684,0.801994
-4.410600,7.078880,1.416974,0.362857,2.784071
-5.232871,-13.526705,10.295793,8.204789,6.884513
5.556644,-3.651546,0.800407,2.777952,-9.295604
2.169223,9.609331,-0.723004,0.299125,-3.267518
4.420355,0.831833,1.386679,10.152923,-10.889982
0.079234,3.094788,0.554679,-4.007121,-0.793547
7.619835,4.274341,5.095533,1.261124,-9.077751
-2.606967,4.869193,8.286030,9.949152,-5.072947
5.540678,10.170102,5.465475,-1.496952,-5.990492
10.219670,3.643259,-3.557326,1.022377,-4.755990
4.274499,6.428501,1.542300,-0.189423,-0.658185
-1.442312,-3.553122,6.727656,0.710280,2.762083
