6.087356,13.132512,-12.968887,-11.601062
-1.200522,0.153695,-2.693548,2.728802
0.807871,4.299632,-0.006630,0.545240
9.502045,-3.115641,8.398695,4.141580
-5.223408,6.252284,-11.458024,-6.267256
2.236886,8.856641,-7.411393,-9.642965
-10.440448,5.178396,5.881768,9.233375
-2.297513,3.798296,1.962824,5.675456
-8.643287,11.012426,7.264326,11.328890
2.084108,6.636139,-7.806491,-12.686914
-2.556617,0.883198,7.320226,0.498698
6.532288,3.122310,4.832312,3.300874
-7.722745,6.637352,8.078183,5.430534
-3.506535,8.549620,6.639965,8.749306
13.298545,-2.646738,9.904862,6.619941
-3.054333,7.272029,-10.106179,-11.950564
-6.385958,4.635763,4.459599,5.508468
-0.731666,5.113500,0.654731,-3.353055
1.742210,6.077893,-7.853817,-10.317642
9.353891,-5.588280,3.953838,4.774769
2.668296,0.450130,1.742237,-2.066342
-1.067039,5.000268,-2.234439,9.827355
1.372005,-1.637909,4.361579,-0.366319
13.512512,2.189771,8.286692,2.517745
-6.330686,-2.291719,2.099347,7.295782
-9.980714,4.569968,5.907270,7.317925
5.038952,2.258563,1.453916,10.509552
3.167325,7.617523,-0.989210,-0.909332
-1.433210,13.213415,-5.094627,-10.707698
-1.769339,0.806305,-3.560609,6.392924
12.482632,2.455043,9.457159,2.190039
6.050634,5.732194,-5.343565,-9.536075
4.216071,-1.978745,5.729645,-5.561281
-5.831934,9.595804,13.258747,8.856747
-4.045801,-1.186853,3.435583,5.014649
-4.350749,8.486471,5.936550,2.103834
-2.191627,4.190640,-3.795474,12.723960
8.314536,13.526970,-6.649476,-10.555010
10.503202,-1.129249,3.078944,6.055556
7.861516,-1.770258,2.667907,2.364734
-12.238677,11.194172,2.367298,-1.807378
-11.180468,8.040799,9.502846,9.899769
-4.118047,5.465629,-4.711425,-2.169857
-3.858588,2.017872,-4.267933,1.405536
-4.101557,9.002416,-11.018630,-10.073478
-1.188648,10.685272,-6.761584,-12.128189
10.777003,4.004889,7.342892,-3.084528
-0.430322,-2.300537,2.653168,0.745853
0.203900,5.372943,-8.309177,4.820027
-2.662333,5.155096,1.208680,-2.576946
10.412569,-3.757862,5.086012,0.078519
1.755597,-0.364841,-1.691168,11.230896
-3.513478,-1.814939,-2.269936,3.925800
3.727935,4.132659,4.685448,-4.583070
-13.833589,5.319674,1.775630,11.910130
11.894448,-9.377682,7.032924,-0.888186
-11.155980,5.220281,-0.801033,5.025582
1.175564,-1.599852,-3.315401,6.191198
0.471627,5.437518,6.028344,0.381061
12.198670,-6.319179,4.211360,0.303585
-3.989762,4.764721,-2.698153,3.431027
-1.571919,2.577647,1.993377,3.012430
11.842857,2.548993,3.061092,0.109916
-3.020365,-1.602087,0.075099,1.425121
-8.025236,2.855585,7.005158,16.409613
1.313943,2.337152,2.257818,3.230476
0.858422,0.799507,3.625098,0.383025
-6.530244,4.681996,3.422774,10.487542
-6.023013,10.307529,5.301604,7.799755
1.144674,6.284661,-4.902317,-14.873578
7.552506,8.865619,-11.565359,-4.358877
-1.094585,3.618257,-0.912639,5.808351
-2.743321,4.219699,-1.799028,8.811056
-6.153353,9.135376,3.178547,6.435785
-2.173236,7.488695,-7.203238,-4.678988
-13.965179,6.174657,8.398956,3.947446
3.059831,3.525273,-11.434215,-7.976912
-1.328329,12.673477,-5.587100,-6.528011
-9.816130,9.861301,7.939181,8.419366
-13.887748,3.450550,3.291871,5.975211
8.753205,1.362591,1.076943,3.671856
-12.424892,11.460182,6.275982,7.015656
0.737598,6.487731,-10.127796,-10.485707
13.933103,-2.009296,10.440531,0.023044
11.994870,-4.867494,4.255771,1.124198
2.791630,6.990455,1.659542,2.111949
-1.906772,7.473323,-14.115500,-16.054181
5.276369,3.340041,4.903568,0.892164
14.161681,-2.628304,5.228525,-3.768579
5.457472,7.727018,-12.438002,-13.221386
2.418687,6.898279,-7.398946,-7.397859
-0.006897,1.051206,-5.816560,9.506352
0.001465,2.169868,0.890805,0.717880
-0.397354,7.894414,-7.248467,-8.886509
9.409821,-0.434922,4.301959,-3.782991
-2.095541,4.201967,0.422649,2.626735
4.956693,0.072733,5.824506,0.287074
-10.616764,11.815979,5.442041,7.398527
0.376256,7.805710,-0.831063,5.262449
4.841671,7.779209,-9.867366,-3.254346
-1.751316,12.560525,-11.218711,-1.612956
-0.315216,8.728020,-5.603972,8.982068
-13.315699,8.688110,7.904940,10.193273
4.600350,1.963331,-7.714348,-9.393623
4.235516,0.665820,-10.763671,-6.029919
9.574199,-5.147544,9.451956,1.834814
-2.384781,7.408615,2.301103,9.992152
5.441027,9.991455,5.591606,0.357889
-9.997743,5.524842,5.912801,3.989293
3.376912,6.651106,-8.240730,-10.097025
10.098920,-1.911808,6.566178,3.594849
-5.495103,1.573034,-2.393461,7.377077
-7.494712,-1.703792,-0.306179,8.954088
0.929224,4.786572,1.483307,-0.286885
-11.042793,5.803245,1.821242,7.785186
-3.467468,0.486113,6.611546,-2.615818
-1.777744,5.061277,4.516233,4.977509
3.690792,-0.530349,4.867732,-3.828699
1.716568,8.881660,-0.263048,3.543833
3.726952,8.923607,-10.934820,-12.777125
-2.988178,5.614784,0.284369,11.777923
-2.563622,14.054175,-9.268979,-6.190575
-8.645154,10.549308,4.531779,8.480425
-10.201309,6.932329,2.533218,8.651401
-0.686659,2.891874,1.404419,2.233843
-3.086369,7.148296,-11.496100,-8.410218
-0.242639,1.711652,1.624529,-0.248413
3.039914,4.453359,6.099375,3.620760
-7.848627,9.185893,4.408311,3.334994
-0.372136,7.527227,-4.942189,-12.551657
-2.058316,0.245695,-4.010135,10.601264
-2.295602,5.490868,-1.580027,6.538164
4.872263,-3.125515,2.738264,-0.515407
0.423350,8.380700,-3.589095,12.197567
3.005652,3.157760,1.382491,-0.009086
4.249770,8.272752,-6.644750,-7.043398
-7.518514,2.614519,1.372801,3.643322
-0.108945,9.421784,-1.220290,-13.878317
-1.802037,0.235150,-6.600013,-1.827197
1.379329,0.726811,-3.535340,3.494639
3.729191,14.394674,-9.585898,-10.080251
6.715113,-1.114213,13.634102,5.574247
0.019917,14.720359,-11.397552,-11.413787
-0.368226,2.355774,1.984998,4.135248
12.109872,-2.935323,10.366075,-1.136537
3.863852,2.304865,-2.592000,7.239315
9.057036,0.321174,8.422623,-1.364716
5.706825,6.841969,-6.162586,-4.105291
1.321714,3.166345,-3.171801,-3.012065
2.797605,1.159276,-0.525520,1.882568
2.896665,-0.547081,1.982289,-1.316429
6.875689,6.003718,-12.656752,-9.917894
-0.368338,5.190067,-8.173431,-11.415747
12.375571,-3.208548,3.331453,0.251623
-13.052638,6.942043,6.439976,10.060407
9.264361,-7.662300,6.222979,-5.671805
3.546762,2.350711,-1.047461,2.942447
2.905434,6.068462,2.693029,5.538758
4.111340,6.100906,1.033190,-2.891855
-8.727529,3.638646,2.465538,4.697028
1.702624,1.637627,4.865495,5.134647
-5.223158,7.212554,14.581290,7.613671
12.481325,-3.398055,2.626069,8.472321
3.943182,-5.135519,-1.105105,-0.370526
-6.774266,7.477211,1.742569,13.721233
9.705067,-5.174343,10.032191,-0.100473
7.621888,-5.912367,0.158201,2.282073
6.107703,7.358618,-8.781404,-9.107644
1.032922,7.662383,-4.278047,-9.963266
6.525044,3.661287,0.558218,0.961717
12.819561,-7.043133,8.412493,1.428839
-3.829238,1.642245,-0.743100,4.627622
6.235497,-1.596214,13.071544,-0.793752
-14.327681,6.109666,13.462142,4.778683
7.707472,-7.107755,1.556649,-0.896759
4.011797,2.329934,3.460423,6.105301
-13.467355,3.241433,0.114125,1.222321
-3.732791,1.015916,-2.428603,7.843613
1.434008,8.461718,-8.337943,-7.433917
-1.474357,3.888760,-2.249629,7.775073
9.526269,-3.224189,4.817402,0.474687
0.753811,6.582846,-11.019636,-9.282266
-9.687380,9.476277,3.767688,4.459178
-0.187968,7.894368,-10.937115,-10.120068
2.229102,-0.516196,-1.522057,6.630748
-1.433959,2.235138,0.688670,0.950101
-2.075619,5.606628,-1.225403,10.496054
2.886759,13.289210,-8.703607,-4.129589
-5.175134,3.339898,-3.479272,7.358423
6.413717,-3.769062,1.797978,-9.599002
2.560797,4.929412,-8.776068,-12.807620
5.404061,-0.560393,4.958319,6.570777
2.747915,8.901496,-13.883513,-9.227556
-14.203333,0.253578,1.898878,7.246962
3.296029,0.752145,-5.922249,2.716622
-1.070373,1.795503,-1.288610,10.281876
0.915201,11.965387,-8.023309,-6.282031
1.905408,1.193705,-9.621516,-10.978370
1.200029,1.072490,0.781278,-1.592230
1.192686,15.030921,-8.785471,-8.951372
-8.418664,-1.126285,7.889009,8.194993
-5.696247,-2.943153,-0.360919,10.363226
4.667142,7.910927,0.893287,-0.009245
-1.026891,5.284675,3.045373,7.575497
7.633878,-4.574755,6.656206,-0.051413
10.860034,-1.083278,7.136750,0.345074
4.395396,4.351308,-1.428669,5.236954
-4.860839,1.565437,2.713796,2.076852
9.739305,-0.688892,6.265782,0.968561
9.304029,3.073178,8.676174,0.490015
3.088603,-0.183251,9.634372,6.207428
