-5.795824,5.087676,0.292878
0.590586,4.237149,-1.006339
1.417285,2.243917,1.355381
-3.275634,5.280283,9.380120
-1.127683,-3.581498,3.564595
-3.440635,5.587299,0.305703
-3.380450,3.072307,2.468851
-4.213208,7.915841,12.012060
0.281369,3.141250,-1.210002
0.495261,8.584461,11.583308
2.521660,0.980591,2.951658
0.079674,9.479613,8.846825
1.472178,-1.532656,2.844688
4.454015,6.292576,4.693541
-1.636784,7.620049,1.818939
1.605904,5.946959,2.065853
0.055660,6.889278,2.591306
-3.585768,8.902492,1.413349
-1.575054,7.522853,8.655649
-4.619712,8.070410,9.203351
-1.932825,7.026871,9.146995
2.283507,6.032660,0.570937
-0.728568,5.827838,0.384015
-3.163700,5.156305,3.409084
0.036740,0.771855,3.512911
-2.580038,7.940845,-0.576589
0.278827,5.617315,9.658487
-4.977987,4.957788,-0.908407
-1.456353,9.597910,9.096509
-0.972112,10.244661,15.036177
2.407763,-4.319974,1.398891
-1.178234,6.714502,1.528839
-2.533958,6.662766,8.379513
-3.654032,4.567868,11.065590
-1.547435,9.980732,6.996119
-1.030959,7.923718,9.949886
1.452476,1.491861,0.875152
2.034361,5.149045,-0.664294
1.518610,2.700794,0.760905
0.217975,0.819075,-0.551218
3.094827,-1.781038,4.544787
3.718248,3.284101,2.705007
-1.659165,5.385804,1.885036
-2.001824,6.017395,8.982915
3.255071,1.834136,2.859951
-1.004431,3.758738,1.271856
-3.931666,3.221544,10.736440
-2.759757,10.486876,8.589291
-2.489588,6.022437,1.376912
0.526615,7.846704,0.627484
-2.920467,8.497645,8.733493
-2.407657,9.846554,1.185992
-2.414678,9.123463,5.641478
-2.367917,5.426430,-1.317582
-2.159265,1.945471,4.658124
3.365952,1.372791,1.154988
2.186568,-5.354389,4.245005
2.727936,4.073572,2.970099
-4.539443,8.321240,8.471586
-2.146330,8.817402,11.004306
-0.062820,-2.573406,4.960332
-3.458260,7.999446,-3.325923
-5.634804,6.807657,3.972442
1.787226,0.517881,1.921459
0.070056,-3.720754,1.063156
-1.899313,7.032851,0.676369
-1.985128,8.813032,9.857498
1.818107,4.796992,0.804153
2.569614,2.987935,3.993033
-2.383790,6.653141,11.438438
-1.524055,4.834753,7.161336
-5.022716,5.749505,2.218903
-0.480433,-2.623078,6.224182
-2.821193,5.482514,6.711642
-5.030262,4.087868,3.299982
-3.141417,-3.495322,2.542292
-2.885264,9.473139,9.554247
-0.494007,-1.033372,5.969797
0.684356,8.255923,7.903061
-3.629657,-0.776864,2.753195
-0.499963,4.256780,-1.988196
1.427487,5.203212,1.920716
-0.712914,12.082513,12.066953
-2.020262,7.813631,7.811642
-5.575578,6.954736,10.633547
-2.276972,11.794453,-4.159709
-1.413704,3.302968,2.560875
1.374064,-1.316440,2.734563
-4.676369,8.153928,6.745800
-3.146242,4.131608,-0.098468
-5.633231,5.417249,-0.843996
2.680392,-2.637157,2.572918
-4.896415,6.678043,7.423469
-1.869593,3.214952,2.464684
3.058752,-4.742257,3.830209
1.153114,3.682015,2.250068
-0.968603,11.313174,9.182488
1.613725,6.017449,0.753216
4.449820,1.410632,-1.110104
5.478598,1.673632,2.540213
1.308803,9.713123,3.840695
-5.011223,8.232114,11.653211
-1.933240,5.836600,10.861016
1.403230,1.886640,1.571228
1.593773,1.562267,3.786573
-1.613886,0.918851,-1.255138
-2.162494,5.239154,-0.100167
1.533571,6.799345,-2.053668
-2.233090,4.505213,5.118016
-2.432072,12.198657,10.152356
-4.288205,7.402394,7.704812
3.352330,4.937673,3.896985
-1.525548,9.683501,6.726789
2.670647,-2.071168,3.487463
1.567875,-6.402033,5.147731
2.168513,-0.441682,4.349760
-2.059201,8.703338,8.906074
-2.174727,7.797344,9.684569
1.980927,2.579253,2.376590
1.146960,8.447713,1.477132
1.271495,8.317453,7.328619
-3.577153,5.278432,7.183623
1.997377,-1.525104,-0.166694
-2.642185,5.927224,-2.277452
-1.299875,4.710643,8.038571
-2.364646,5.995391,1.126897
4.845864,-0.571287,2.797606
1.100478,2.815426,4.242031
-0.770750,7.005885,12.786212
-1.058636,4.299202,1.814857
-2.301345,2.837162,6.354417
-0.344502,1.942240,0.721303
-2.045136,5.829387,1.633259
1.961613,0.994234,2.717095
-1.277469,6.651991,3.800895
3.727412,-1.213951,2.485194
0.191492,-1.788499,3.141891
-1.057996,5.701375,0.642558
-3.155697,6.191741,2.141261
0.167489,7.791638,8.098818
1.066538,8.983037,1.502402
-5.562969,9.135629,12.915134
0.606163,2.688490,-0.837802
-0.595839,1.322001,-0.309307
0.650364,-0.516964,6.365275
-1.954943,5.329745,-2.149190
-3.291375,6.895411,10.730818
2.374756,6.097305,8.356797
1.243637,4.962179,10.270565
-3.254787,8.184719,11.237909
1.318382,-1.538759,5.650002
-2.795400,-0.318631,-0.341285
-1.564364,2.900506,0.048335
-1.315910,8.089508,5.174791
-0.255897,8.989372,7.057961
-1.788988,8.107396,-2.898765
2.510791,-3.197289,1.024401
-1.018651,7.018964,1.174569
-1.430321,4.177507,10.065208
0.612288,-3.982177,2.994137
-4.011079,6.610183,8.510675
1.053531,0.990357,0.084246
-2.890786,6.008149,12.908908
0.362739,3.491181,0.327178
-0.225045,7.408274,2.629076
-1.814402,3.533644,1.236127
-4.037615,8.581809,11.438600
-5.967991,9.377814,2.729105
0.105963,8.002315,3.399857
-1.120071,2.583262,2.711870
-1.350663,7.475134,-0.137033
2.315383,-0.681267,-3.315831
-3.344689,-5.204597,6.851410
-1.914546,-4.736381,5.835312
3.020864,-3.896679,-0.692621
0.775396,6.049083,3.648585
4.062299,1.718074,2.589369
-1.850810,6.035130,-1.299685
-4.368737,7.157733,-1.206179
-0.407973,8.950434,10.746078
-2.341953,2.410331,3.989071
-2.279769,10.363320,9.574651
1.466672,2.644375,0.067974
-1.480574,5.658421,-1.919049
-1.096182,7.758946,1.518996
-0.720041,8.602583,-0.293431
3.891486,0.839335,4.355677
-0.287537,4.631644,2.247910
-3.671216,6.138829,-3.303168
-2.643330,5.792094,-3.626803
-0.512688,5.058993,4.122850
-2.808816,10.743532,8.759516
1.750831,-0.207341,0.010254
-6.258400,6.900637,0.359252
-0.299115,5.220755,1.713314
-5.238429,6.384944,0.857473
3.728976,-2.132396,4.897241
-0.700797,5.045780,10.864354
-0.461522,-2.655540,3.372574
-2.848980,9.257479,-3.063734
-6.207884,6.216819,-0.209307
5.274901,-1.966450,4.719330
-1.746604,8.700711,-0.189524
-3.739572,5.493079,10.456709
2.829536,1.318305,6.840336
-2.873690,4.467366,-2.496977
1.871538,-1.740209,1.931453
-2.379184,-5.079681,3.348988
0.407500,-3.084255,-0.452882
-5.040339,4.564812,0.306154
-0.793234,7.047496,0.552672
2.329137,5.456969,1.638670
-2.950331,4.795292,-2.035845
-1.625302,5.246184,-1.334726
1.190273,-0.529450,1.442019
0.954905,1.158340,1.438011
1.093165,1.276143,3.234750
-1.338440,3.679203,1.739933
-2.230146,-1.489649,5.026532
-2.015089,9.356524,5.595110
-2.738302,9.859981,6.217991
-3.434708,13.434875,8.621703
-1.632016,5.368468,1.166276
0.848565,-3.198616,1.033695
-4.952941,6.408806,5.748797
0.220299,2.542621,5.026238
-1.147465,-3.237385,5.432322
-0.176540,7.456680,-3.885177
-3.733470,7.780063,9.623390
-3.375025,2.650111,-2.274003
1.772794,6.692503,10.604434
2.118660,7.883889,8.403674
-3.943641,5.200677,-2.595832
-2.025813,-4.624496,3.171020
-3.553087,9.611924,8.549910
5.294256,-3.508246,0.912545
-0.821903,5.428973,11.629318
0.073120,-2.333822,-0.742175
-4.271328,8.325254,1.971641
0.234846,7.940018,8.553766
0.897704,1.967600,3.101821
-4.502577,4.580725,3.375812
-2.443307,10.180493,0.440437
1.390812,4.919252,2.373768
-2.226365,0.485310,2.829792
0.753186,-0.904655,0.761160
2.358031,-5.241871,3.683079
-2.761716,7.640678,-5.436976
-0.923530,7.814877,9.277405
5.515779,1.395056,2.146785
0.687136,3.580589,4.184438
-4.234537,4.731347,-0.500340
-1.295540,-1.493921,0.474330
-1.336235,-1.597497,3.400290
-1.809151,5.474889,11.297592
1.098826,-0.448581,3.090236
0.063087,2.559088,5.847104
2.558436,-2.570297,4.473097
-3.314274,7.093724,1.861471
-2.604915,7.668883,12.478982
-0.481819,4.696902,2.764783
-0.622988,7.448532,11.755854
-1.703030,-3.134605,1.369292
-0.368651,3.584681,0.428975
2.193958,2.213281,4.477558
-1.303335,5.873702,0.946648
0.398260,0.306508,-0.236733
2.069365,0.745872,4.261115
-2.601111,8.823666,12.990368
0.636753,4.035522,4.498037
-0.283851,0.417037,0.531367
3.074456,10.645737,2.434267
2.498346,4.547137,2.942994
2.275457,-0.977610,1.710641
-2.136662,9.329088,7.998377
1.079911,2.545466,1.593064
-4.211988,5.201975,0.515451
1.079316,-2.489689,5.712013
-1.665454,8.430271,9.999425
1.679830,5.062258,1.115202
0.904830,-0.874154,5.884140
1.938500,9.822498,1.905932
-0.618102,9.087942,-1.271041
-1.302546,8.513168,10.829262
-0.986147,6.077268,6.606571
0.633177,5.847368,3.702276
-2.772334,6.473846,11.442750
-1.522524,7.051145,0.871021
2.879482,-1.900322,-0.451152
4.012792,3.534496,1.167595
1.988978,-1.225268,2.406941
0.470386,4.282974,-1.677265
-2.189607,5.524546,-0.322451
-2.028697,7.923480,3.844597
0.873174,6.115202,5.294716
1.260176,3.665130,3.438345
0.689111,3.539736,2.774276
-2.793808,4.889808,-0.219477
4.368633,4.274072,3.698079
0.164687,8.244097,5.431844
3.094271,-1.802582,2.968653
0.230082,-1.567162,4.467929
-0.608192,11.993813,7.458323
-1.313924,9.019352,0.495013
0.101367,-1.849651,6.506780
0.967327,7.964766,3.795988
1.277069,1.878236,3.053151
0.216715,11.649572,6.627632
1.223714,4.043573,2.243174
-0.952954,2.738529,1.834489
-5.846273,4.268242,2.525150
0.975481,-0.273776,-0.198115
1.205072,9.168169,10.925507
-5.344310,4.681681,-1.636678
-0.593009,8.393853,8.519153
-4.298324,4.710513,-2.704108
-1.686314,9.049517,-3.026922
-1.277382,2.842432,1.285508
-2.004181,4.208267,-0.632811
1.285327,0.737106,1.795920
