-0.965454,1.658286
0.470912,3.487996
0.858106,3.623609
2.393493,1.549445
-2.375977,4.547382
1.532233,5.196261
3.172573,0.378763
0.937418,3.111714
1.036165,4.091264
1.195780,4.696850
2.926229,0.019693
0.428946,0.762841
0.163124,2.577505
1.505315,4.726416
-3.332156,3.748268
0.123684,4.326747
2.006923,0.289562
2.160500,0.806004
-1.319570,3.677039
-2.162334,3.770712
0.674837,0.361749
-0.975534,3.643896
1.666088,5.605634
1.420133,4.637462
2.931994,-0.929248
1.666699,5.100459
-2.670885,2.198308
0.281702,4.154153
-2.847429,3.416967
3.488620,1.316062
-1.908639,2.765088
-1.424568,2.693790
3.379626,0.725463
-1.390873,2.079571
2.005943,1.136697
-2.363015,3.560093
0.562651,3.556333
0.844361,4.708549
2.294413,2.295560
0.247225,4.500345
2.295135,1.056622
-1.783554,2.879406
-1.576987,2.074267
1.499547,4.132241
0.611577,4.460491
1.470012,4.187683
0.938318,0.862367
0.667257,2.627784
0.795480,0.926284
-0.015265,4.624351
1.766262,-1.100976
-1.936759,2.464545
-1.527321,3.292037
3.009457,1.441808
0.588943,4.001485
1.264744,-0.009636
2.123867,0.625388
1.064597,-0.105005
1.653970,0.581008
3.458112,1.233508
1.175570,4.253184
-0.206110,1.625881
-2.918920,3.510088
3.370405,0.574206
2.068507,0.775719
-2.266073,2.859156
-1.805886,3.447716
0.046114,4.125198
1.587774,0.035170
2.056739,0.130959
0.328342,4.333538
-1.286847,3.018042
0.430558,2.419201
2.560654,1.256913
-3.440647,3.581444
-2.625002,3.430149
-1.940708,1.820957
2.469359,0.390429
-1.010397,3.327177
2.824038,0.476336
-1.960458,2.955878
2.016000,-0.051269
0.105473,3.724938
2.477848,1.445144
-0.212589,3.796971
-0.316587,4.570838
-0.003133,2.860601
2.465626,4.825091
2.578529,0.360080
1.171340,2.522224
1.854914,-0.816382
-1.014342,2.558766
2.361532,4.000689
1.277084,2.634439
1.585957,1.773359
-1.393317,5.167840
-2.297688,2.437037
3.397890,0.157728
1.554792,4.653442
0.447196,3.395691
0.043481,5.547107
0.406051,2.296226
-1.942135,2.244218
1.581390,5.199343
-0.330257,5.961918
3.459813,1.044104
0.247124,1.308998
2.248481,2.195006
-1.112990,2.718602
2.614567,-0.166032
1.340751,5.775109
-1.826911,3.793391
-2.953842,1.985312
-3.546444,1.933673
-0.708065,3.058378
2.476186,1.144266
0.528105,3.654449
1.023785,-0.532328
-0.956115,4.460679
3.153571,0.759824
-2.123575,3.484940
1.474322,4.277595
0.901602,4.562504
-3.211633,2.418466
-1.500657,2.803547
-1.815035,3.629668
-2.077703,3.709924
2.006708,2.256464
-1.282294,2.137959
1.218388,3.415067
-0.470265,5.104085
-2.493835,1.186151
1.912716,4.268692
2.075930,4.959051
3.114295,-0.124901
2.088357,0.043502
0.986770,6.089658
-0.304027,0.831372
1.061906,2.939736
2.010680,3.307575
2.253096,0.995414
2.340802,3.614338
1.790790,4.362713
-2.927160,3.092562
0.690105,2.844762
1.652079,1.847069
0.369278,2.118096
2.340058,0.588286
0.078869,5.616258
1.103182,4.705777
3.410710,0.499516
1.453168,4.452237
-1.606527,3.149837
1.131356,2.309815
2.130454,4.476292
-0.590109,3.688213
-1.231125,3.760471
2.880640,0.599340
-1.231828,1.819114
2.887918,1.224730
1.442437,3.933545
2.924274,1.081845
0.520738,4.321266
0.226580,4.336596
-3.027232,2.099378
-1.669352,1.609119
0.581041,3.144367
-2.434370,2.725478
-0.526126,2.526120
1.845234,4.580659
-0.713452,3.391173
0.682225,-0.170078
-1.905082,3.770771
3.767573,0.105549
1.274508,5.630173
-1.212878,3.290758
-1.431492,5.255292
0.450529,2.356378
2.248131,-0.259354
0.068972,4.355733
-0.188880,5.204614
0.628358,4.460136
2.301284,4.509120
2.270508,-0.108702
1.441933,2.767544
-0.955954,3.990183
1.912580,-0.329973
1.505214,4.549935
-0.250352,5.271233
3.100291,1.496703
0.323861,3.912834
1.489770,1.373695
0.920137,4.302402
-2.304132,2.617879
-2.155885,3.987955
0.391095,0.771094
1.670043,4.144214
2.457893,-0.878224
-2.460220,2.883407
-1.040137,3.764333
1.488828,0.589972
2.470349,4.098629
0.329089,4.776034
-2.889845,2.126126
0.573093,5.526232
-0.955794,2.374188
1.375674,0.333346
3.703772,-0.652351
2.377615,3.893406
-0.700778,2.860126
0.292259,5.963338
-1.581792,3.440440
-0.023945,2.759016
0.115044,6.213852
-2.388120,2.408287
-1.128608,1.662107
0.057157,4.496541
2.968469,3.108968
4.376067,1.014755
-1.980457,1.926254
2.057646,3.672411
1.936963,5.632850
-1.680976,4.111494
0.231515,3.477349
-0.445650,6.301743
-2.334458,2.175730
2.621813,1.043968
-1.239647,2.915006
-1.590566,1.337952
-2.997306,3.928310
1.204323,4.505267
0.952847,5.382982
-2.401567,2.233481
-0.512166,4.358186
-0.449867,2.693056
-2.178761,1.143137
-1.030011,2.252841
0.496614,4.924146
-0.274902,1.773190
2.115671,3.068962
1.189750,3.095214
-2.933364,2.743059
-0.439358,3.657187
0.301937,4.335618
3.511075,0.953156
-1.223248,3.951839
1.895328,0.065706
-1.285907,1.945564
1.572018,0.900235
1.016037,2.736793
1.559472,2.114241
3.325032,0.187809
0.684433,3.542295
0.737550,1.438672
1.917188,4.708991
1.721477,0.877535
2.086535,0.805552
-2.742981,3.058554
1.881804,0.387634
1.262614,4.912631
3.663790,0.336085
2.262538,1.205396
-2.008297,4.314948
-1.956113,4.293108
-2.179665,1.458942
3.109445,1.848497
-1.281288,2.884886
0.545606,0.620272
-2.921584,3.291057
-2.266299,2.541922
-2.477422,2.453886
2.399254,4.699874
1.749315,0.459189
1.934861,-0.581652
-0.931604,4.082034
-2.002079,4.190836
4.675841,0.150190
2.857319,-0.948868
1.993524,0.450827
1.606501,-0.846524
-1.357026,3.008708
1.424465,5.999969
-0.823318,3.847027
-2.849637,2.469599
1.754484,0.237055
-1.422076,1.924625
2.155050,4.123862
0.382439,4.581755
-0.102801,2.216215
-2.410919,4.152026
2.272447,0.975875
1.892013,0.811208
-0.456544,2.197881
2.829428,0.123205
2.211744,0.681320
3.015315,0.481165
-0.234258,4.432765
2.080653,1.508055
-0.041772,4.225933
-0.730000,6.254563
-0.196853,6.247409
1.241672,0.376022
0.316214,4.479606
-1.812863,4.414793
0.583881,1.257644
2.568104,0.571345
1.197565,1.033118
-0.202888,5.605215
1.184545,5.280426
1.266165,0.898912
-2.626875,2.513530
1.956259,-0.152990
1.280972,0.628274
1.009743,-0.187192
-0.828254,3.439507
1.912669,3.778147
2.732730,0.949484
-1.463008,1.310562
-0.294215,5.273184
0.210568,4.859574
1.084097,2.323981
-0.349075,0.612715
-1.382798,3.151340
-2.653493,1.964078
-2.000265,2.714312
2.019525,1.233679
-1.221583,3.942047
0.842569,5.381531
-3.128745,2.879975
